"CTUID","DGUID","CTNAME","LANDAREA","PRUID","OBJECTID","AREA_IN_HA","Shape__Are","Shape__Len","gs_area_m2","ct_area_m2","gs_pct","Shape Area","Type","Households","Quality Flags","Dwellings 2016","name","CMA_UID","Population","Households 2016","Dwellings","CSD_UID","Population 2016","CD_UID","Region Name","Area (sq km)","med_income"
"5370144.02","2021S05075370144.02","0144.02",34.0386,"35",1,114882.0165,1148820165.94531,177180.874408725,199320.124909075,35845082.0403357,0.556059893194789,34.0386,"CT",627,"0",667,"0144.02","35537",1856,658,645,"3525005",1947,"3525","0144.02",34.0386,130000
"5370224.02","2021S05075370224.02","0224.02",83.5286,"35",1,114882.0165,1148820165.94531,177180.874408725,0,16545.5344896282,0,83.5286,"CT",1316,"0",1451,"0224.02","35537",4014,1350,1453,"3524002",3965,"3524","0224.02",83.5286,158000
"5500101.00","2021S05075500101.00","0101.00",214.8178,"35",1,114882.0165,1148820165.94531,177180.874408725,0,3574.60427501658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370081.00","2021S05075370081.00","0081.00",0.9855,"35",1,114882.0165,1148820165.94531,177180.874408725,176003.395637348,1038441.43806362,16.9488031954446,0.9855,"CT",1110,"0",1123,"0081.00","35537",2308,1099,1131,"3525005",2340,"3525","0081.00",0.9855,75500
"5370082.00","2021S05075370082.00","0082.00",1.1503,"35",1,114882.0165,1148820165.94531,177180.874408725,174819.405508222,1211947.7533206,14.4246651746526,1.1503,"CT",1761,"0",1749,"0082.00","35537",3608,1702,1839,"3525005",3526,"3525","0082.00",1.1503,62400
"5370083.00","2021S05075370083.00","0083.00",0.8586,"35",1,114882.0165,1148820165.94531,177180.874408725,17669.0577180094,904678.075970872,1.95307681122343,0.8586,"CT",1307,"0",1184,"0083.00","35537",2604,1151,1345,"3525005",2378,"3525","0083.00",0.8586,59600
"5370121.00","2021S05075370121.00","0121.00",63.2329,"35",1,114882.0165,1148820165.94531,177180.874408725,106663.349580105,66900989.3311724,0.159434637135337,63.2329,"CT",632,"0",665,"0121.00","35537",1828,632,666,"3525005",1812,"3525","0121.00",63.2329,124000
"5370124.00","2021S05075370124.00","0124.00",14.6299,"35",1,114882.0165,1148820165.94531,177180.874408725,73108.8114969542,15457151.0877503,0.472977271697192,14.6299,"CT",1645,"0",1751,"0124.00","35537",4366,1693,1702,"3525005",4505,"3525","0124.00",14.6299,123000
"5370131.00","2021S05075370131.00","0131.00",11.5088,"35",1,114882.0165,1148820165.94531,177180.874408725,238812.663240736,13521363.5645963,1.76618772285682,11.5088,"CT",1871,"0",1905,"0131.00","35537",4521,1855,1914,"3525005",4601,"3525","0131.00",11.5088,104000
"5370132.00","2021S05075370132.00","0132.00",1.1019,"35",1,114882.0165,1148820165.94531,177180.874408725,133085.642080823,1160350.19276299,11.4694376672549,1.1019,"CT",1597,"0",1581,"0132.00","35537",3119,1532,1655,"3525005",3010,"3525","0132.00",1.1019,67500
"5370141.00","2021S05075370141.00","0141.00",38.0264,"35",1,114882.0165,1148820165.94531,177180.874408725,532437.161514769,40655399.3315336,1.30963456335256,38.0264,"CT",1455,"0",1486,"0141.00","35537",4035,1450,1492,"3525005",3993,"3525","0141.00",38.0264,129000
"5370143.00","2021S05075370143.00","0143.00",78.5762,"35",1,114882.0165,1148820165.94531,177180.874408725,121564.605180931,83097736.4146953,0.146291115048272,78.5762,"CT",1296,"0",1398,"0143.00","35537",3812,1355,1355,"3525005",3835,"3525","0143.00",78.5762,123000
"5430101.00","2021S05075430101.00","0101.00",101.7545,"35",1,114882.0165,1148820165.94531,177180.874408725,0,20697.6511242358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5350620.13","2021S05075350620.13","0620.13",126.5048,"35",1,114882.0165,1148820165.94531,177180.874408725,0,7784.89423025038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370120.03","2021S05075370120.03","0120.03",2.3119,"35",1,114882.0165,1148820165.94531,177180.874408725,170649.510263537,2436448.18376765,7.00402788782682,2.3119,"CT",2192,"0",2206,"0120.03","35537",6807,2185,2224,"3525005",6871,"3525","0120.03",2.3119,132000
"5370120.04","2021S05075370120.04","0120.04",3.2749,"35",1,114882.0165,1148820165.94531,177180.874408725,242217.788234851,3450591.93671336,7.01960106200096,3.2749,"CT",2527,"0",1878,"0120.04","35537",8047,1844,2663,"3525005",6049,"3525","0120.04",3.2749,123000
"5370300.00","2021S05075370300.00","0300.00",45.898,"35",1,114882.0165,1148820165.94531,177180.874408725,0,8113.47472084475,0,45.898,"CT",714,"0",715,"0300.00","35537",2082,691,737,"3526065",1993,"3526","0300.00",45.898,113000
"5370001.01","2021S05075370001.01","0001.01",5.5072,"35",1,114882.0165,1148820165.94531,177180.874408725,518733.702342899,5812381.13783692,8.92463329643153,5.5072,"CT",728,"0",772,"0001.01","35537",2133,766,747,"3525005",2193,"3525","0001.01",5.5072,104000
"5370001.02","2021S05075370001.02","0001.02",1.2922,"35",1,114882.0165,1148820165.94531,177180.874408725,58173.0652135971,1361899.10237696,4.27146659485024,1.2922,"CT",1776,"0",1784,"0001.02","35537",5366,1760,1798,"3525005",5302,"3525","0001.02",1.2922,102000
"5370002.01","2021S05075370002.01","0002.01",1.4845,"35",1,114882.0165,1148820165.94531,177180.874408725,62595.1895071652,1564091.80207878,4.00201506228549,1.4845,"CT",1665,"0",1639,"0002.01","35537",5271,1614,1691,"3525005",5122,"3525","0002.01",1.4845,113000
"5370002.03","2021S05075370002.03","0002.03",0.7711,"35",1,114882.0165,1148820165.94531,177180.874408725,22012.4243691969,812481.10376347,2.70928447039984,0.7711,"CT",1082,"0",1095,"0002.03","35537",2963,1082,1099,"3525005",3069,"3525","0002.03",0.7711,91000
"5370003.01","2021S05075370003.01","0003.01",1.2168,"35",1,114882.0165,1148820165.94531,177180.874408725,195193.06213919,1281790.77137978,15.2281531820575,1.2168,"CT",1976,"0",1997,"0003.01","35537",5081,1975,2005,"3525005",5224,"3525","0003.01",1.2168,83000
"5370003.02","2021S05075370003.02","0003.02",0.8706,"35",1,114882.0165,1148820165.94531,177180.874408725,44692.9264720603,917218.00656134,4.87266125962949,0.8706,"CT",1302,"0",1317,"0003.02","35537",3551,1314,1323,"3525005",3494,"3525","0003.02",0.8706,84000
"5370003.03","2021S05075370003.03","0003.03",0.734,"35",1,114882.0165,1148820165.94531,177180.874408725,67647.9626042233,773307.950930719,8.74786849440837,0.734,"CT",1090,"0",1108,"0003.03","35537",3181,1099,1115,"3525005",3264,"3525","0003.03",0.734,84000
"5370003.04","2021S05075370003.04","0003.04",1.7428,"35",1,114882.0165,1148820165.94531,177180.874408725,118939.645170456,1836171.26473231,6.47758994244994,1.7428,"CT",2267,"0",2310,"0003.04","35537",6124,2247,2321,"3525005",5832,"3525","0003.04",1.7428,76500
"5370004.01","2021S05075370004.01","0004.01",0.9803,"35",1,114882.0165,1148820165.94531,177180.874408725,29001.7688106675,1032825.68839132,2.80800227343679,0.9803,"CT",1362,"0",1385,"0004.01","35537",3296,1369,1395,"3525005",3243,"3525","0004.01",0.9803,67500
"5370004.02","2021S05075370004.02","0004.02",1.0003,"35",1,114882.0165,1148820165.94531,177180.874408725,53664.187061348,1053900.85321405,5.09195783433423,1.0003,"CT",1679,"0",1693,"0004.02","35537",4310,1676,1706,"3525005",4189,"3525","0004.02",1.0003,72000
"5370005.01","2021S05075370005.01","0005.01",1.8505,"35",1,114882.0165,1148820165.94531,177180.874408725,74235.021380527,1949749.67956838,3.807412928872,1.8505,"CT",2337,"0",2379,"0005.01","35537",6021,2338,2398,"3525005",6111,"3525","0005.01",1.8505,75500
"5370005.02","2021S05075370005.02","0005.02",0.9478,"35",1,114882.0165,1148820165.94531,177180.874408725,120877.711328747,998653.993162837,12.1040632848135,0.9478,"CT",1387,"0",1415,"0005.02","35537",3773,1414,1419,"3525005",3893,"3525","0005.02",0.9478,84000
"5370005.03","2021S05075370005.03","0005.03",0.9407,"35",1,114882.0165,1148820165.94531,177180.874408725,40909.4027690509,991203.356836548,4.12724618887635,0.9407,"CT",1514,"0",1530,"0005.03","35537",3945,1518,1535,"3525005",4003,"3525","0005.03",0.9407,84000
"5370026.01","2021S05075370026.01","0026.01",0.9437,"35",1,114882.0165,1148820165.94531,177180.874408725,136790.129041957,998491.955151248,13.6996726249273,0.9437,"CT",1648,"0",1686,"0026.01","35537",3476,1656,1692,"3525005",3397,"3525","0026.01",0.9437,59200
"5370026.02","2021S05075370026.02","0026.02",0.6197,"35",1,114882.0165,1148820165.94531,177180.874408725,72181.8659646796,652915.336828976,11.055317878616,0.6197,"CT",877,"0",904,"0026.02","35537",1839,893,892,"3525005",1819,"3525","0026.02",0.6197,48400
"5370026.03","2021S05075370026.03","0026.03",0.9694,"35",1,114882.0165,1148820165.94531,177180.874408725,136886.299212083,1021452.083831,13.4011473840931,0.9694,"CT",788,"0",723,"0026.03","35537",2308,720,796,"3525005",2056,"3525","0026.03",0.9694,109000
"5370026.04","2021S05075370026.04","0026.04",1.0022,"35",1,114882.0165,1148820165.94531,177180.874408725,203240.53975997,1059387.2252845,19.1847263124576,1.0022,"CT",626,"0",631,"0026.04","35537",1578,624,632,"3525005",1534,"3525","0026.04",1.0022,91000
"5370026.05","2021S05075370026.05","0026.05",2.7311,"35",1,114882.0165,1148820165.94531,177180.874408725,1454133.53704776,2884932.11477153,50.4044282221497,2.7311,"CT",1648,"0",1740,"0026.05","35537",4009,1686,1734,"3525005",4100,"3525","0026.05",2.7311,72500
"5370072.01","2021S05075370072.01","0072.01",4.6202,"35",1,114882.0165,1148820165.94531,177180.874408725,1313273.77892074,5003944.89756201,26.2447689933714,4.6202,"CT",47,"0",50,"0072.01","35537",118,47,48,"3525005",115,"3525","0072.01",4.6202,NA
"5370072.02","2021S05075370072.02","0072.02",1.389,"35",1,114882.0165,1148820165.94531,177180.874408725,249779.36134471,1472499.95353743,16.9629452785148,1.389,"CT",1761,"0",1824,"0072.02","35537",4007,1771,1816,"3525005",3993,"3525","0072.02",1.389,54000
"5370072.03","2021S05075370072.03","0072.03",0.7071,"35",1,114882.0165,1148820165.94531,177180.874408725,92975.6097131052,744908.851016499,12.4814746913305,0.7071,"CT",2800,"0",2920,"0072.03","35537",6804,2733,2897,"3525005",6550,"3525","0072.03",0.7071,58000
"5370072.04","2021S05075370072.04","0072.04",0.9003,"35",1,114882.0165,1148820165.94531,177180.874408725,241261.250585225,948523.585122776,25.4354508806437,0.9003,"CT",1242,"0",1264,"0072.04","35537",3416,1245,1257,"3525005",3391,"3525","0072.04",0.9003,85000
"5370080.01","2021S05075370080.01","0080.01",54.7913,"35",1,114882.0165,1148820165.94531,177180.874408725,493378.7512252,57929267.0983168,0.851691685288964,54.7913,"CT",779,"0",804,"0080.01","35537",2238,776,814,"3525005",2197,"3525","0080.01",54.7913,108000
"5370084.01","2021S05075370084.01","0084.01",1.0027,"35",1,114882.0165,1148820165.94531,177180.874408725,49198.2234131032,1056435.42637687,4.6570024238805,1.0027,"CT",976,"0",1000,"0084.01","35537",2703,983,1007,"3525005",2688,"3525","0084.01",1.0027,93000
"5370084.02","2021S05075370084.02","0084.02",0.9998,"35",1,114882.0165,1148820165.94531,177180.874408725,130034.90851098,1053467.17257979,12.3435178518704,0.9998,"CT",1250,"0",1274,"0084.02","35537",3090,1263,1269,"3525005",3099,"3525","0084.02",0.9998,83000
"5370207.01","2021S05075370207.01","0207.01",5.2131,"35",1,114882.0165,1148820165.94531,177180.874408725,0,572.358897310122,0,5.2131,"CT",2416,"0",2443,"0207.01","35537",6514,2428,2453,"3524002",6520,"3524","0207.01",5.2131,119000
"5370080.03","2021S05075370080.03","0080.03",4.798,"35",1,114882.0165,1148820165.94531,177180.874408725,499165.369702423,5073598.3615128,9.83848807365166,4.798,"CT",2724,"0",2188,"0080.03","35537",8406,2168,2760,"3525005",6339,"3525","0080.03",4.798,106000
"5350626.00","2021S05075350626.00","0626.00",190.3368,"35",1,114882.0165,1148820165.94531,177180.874408725,0,1230.80191183187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370133.01","2021S05075370133.01","0133.01",4.0932,"35",1,114882.0165,1148820165.94531,177180.874408725,209171.556369399,4312212.06708245,4.85067879583483,4.0932,"CT",1172,"0",1194,"0133.01","35537",3223,1183,1191,"3525005",3444,"3525","0133.01",4.0932,147000
"5370133.02","2021S05075370133.02","0133.02",2.378,"35",1,114882.0165,1148820165.94531,177180.874408725,179215.02135242,2504324.19634912,7.15622288894086,2.378,"CT",2496,"0",2587,"0133.02","35537",6120,2522,2567,"3525005",5879,"3525","0133.02",2.378,91000
"5370001.04","2021S05075370001.04","0001.04",1.7029,"35",1,114882.0165,1148820165.94531,177180.874408725,170281.952687678,1794602.78548456,9.4885594776172,1.7029,"CT",1947,"0",1930,"0001.04","35537",6603,1897,1977,"3525005",6305,"3525","0001.04",1.7029,112000
"5370001.05","2021S05075370001.05","0001.05",1.5511,"35",1,114882.0165,1148820165.94531,177180.874408725,56027.2045230991,1635202.03201282,3.42631695816409,1.5511,"CT",1749,"0",1624,"0001.05","35537",5697,1619,1770,"3525005",5344,"3525","0001.05",1.5511,99000
"5370001.06","2021S05075370001.06","0001.06",1.4787,"35",1,114882.0165,1148820165.94531,177180.874408725,270451.622898088,1558203.34003329,17.3566322154277,1.4787,"CT",1619,"0",1623,"0001.06","35537",5154,1609,1632,"3525005",5191,"3525","0001.06",1.4787,111000
"5370085.01","2021S05075370085.01","0085.01",2.5643,"35",1,114882.0165,1148820165.94531,177180.874408725,53112.1701186731,2702763.13296317,1.96510635619199,2.5643,"CT",1430,"0",1439,"0085.01","35537",4002,1428,1449,"3525005",4192,"3525","0085.01",2.5643,116000
"5370085.02","2021S05075370085.02","0085.02",1.7346,"35",1,114882.0165,1148820165.94531,177180.874408725,163643.076822806,1827850.07573577,8.95276253753658,1.7346,"CT",2208,"0",2249,"0085.02","35537",6454,2233,2240,"3525005",6528,"3525","0085.02",1.7346,106000
"5370085.03","2021S05075370085.03","0085.03",8.0152,"35",1,114882.0165,1148820165.94531,177180.874408725,60445.2414750685,8430362.2402185,0.716994593502803,8.0152,"CT",1577,"0",1628,"0085.03","35537",4348,1572,1649,"3525005",4120,"3525","0085.03",8.0152,109000
"5370001.07","2021S05075370001.07","0001.07",0.7565,"35",1,114882.0165,1148820165.94531,177180.874408725,134859.428071658,797204.492479687,16.9165414073596,0.7565,"CT",1259,"0",1274,"0001.07","35537",3621,1268,1280,"3525005",3725,"3525","0001.07",0.7565,85000
"5370084.03","2021S05075370084.03","0084.03",0.9603,"35",1,114882.0165,1148820165.94531,177180.874408725,122485.888823042,1011832.3106815,12.1053545661676,0.9603,"CT",757,"0",763,"0084.03","35537",2014,752,767,"3525005",2022,"3525","0084.03",0.9603,93000
"5370084.04","2021S05075370084.04","0084.04",2.4649,"35",1,114882.0165,1148820165.94531,177180.874408725,17107.5911196408,2609465.68177178,0.655597474959897,2.4649,"CT",1582,"0",959,"0084.04","35537",3127,950,1660,"3525005",1887,"3525","0084.04",2.4649,79000
"5370026.06","2021S05075370026.06","0026.06",1.168,"35",1,114882.0165,1148820165.94531,177180.874408725,315688.073771041,1230639.71580104,25.6523554146436,1.168,"CT",2300,"0",2159,"0026.06","35537",6125,2061,2380,"3525005",5436,"3525","0026.06",1.168,78500
"5370002.04","2021S05075370002.04","0002.04",0.9836,"35",1,114882.0165,1148820165.94531,177180.874408725,64811.1517179898,1036313.51226207,6.25401009936845,0.9836,"CT",1545,"0",1556,"0002.04","35537",4582,1541,1573,"3525005",4629,"3525","0002.04",0.9836,104000
"5370084.05","2021S05075370084.05","0084.05",0.9182,"35",1,114882.0165,1148820165.94531,177180.874408725,45297.8850492227,967347.459823162,4.68269023598857,0.9182,"CT",1063,"0",1053,"0084.05","35537",3031,1033,1076,"3525005",3002,"3525","0084.05",0.9182,94000
"5370080.05","2021S05075370080.05","0080.05",3.4482,"35",1,114882.0165,1148820165.94531,177180.874408725,176524.569255451,3636453.85856138,4.85430521385155,3.4482,"CT",2661,"0",2138,"0080.05","35537",8587,2118,2710,"3525005",7111,"3525","0080.05",3.4482,119000
"5370122.01","2021S05075370122.01","0122.01",2.8326,"35",1,114882.0165,1148820165.94531,177180.874408725,327783.219538842,2992081.48564469,10.9550231539973,2.8326,"CT",2149,"0",1991,"0122.01","35537",5731,1977,2197,"3525005",5386,"3525","0122.01",2.8326,127000
"5370122.02","2021S05075370122.02","0122.02",5.9998,"35",1,114882.0165,1148820165.94531,177180.874408725,838174.291531758,6321780.11992253,13.2585169941347,5.9998,"CT",2306,"0",2311,"0122.02","35537",6529,2295,2341,"3525005",6724,"3525","0122.02",5.9998,151000
"5370130.02","2021S05075370130.02","0130.02",2.6,"35",1,114882.0165,1148820165.94531,177180.874408725,91600.929533356,2738430.71411961,3.34501541561934,2.6,"CT",1418,"0",1522,"0130.02","35537",3844,1508,1432,"3525005",3966,"3525","0130.02",2.6,131000
"5370130.03","2021S05075370130.03","0130.03",2.0863,"35",1,114882.0165,1148820165.94531,177180.874408725,202070.208690905,2197338.85623957,9.19613322802291,2.0863,"CT",1435,"0",1336,"0130.03","35537",3327,1317,1465,"3525005",3543,"3525","0130.03",2.0863,103000
"5370142.01","2021S05075370142.01","0142.01",122.3678,"35",1,114882.0165,1148820165.94531,177180.874408725,55095.6725847784,129166645.701757,0.0426547211824274,122.3678,"CT",1329,"0",1360,"0142.01","35537",3967,1328,1368,"3525005",3898,"3525","0142.01",122.3678,120000
"5370142.02","2021S05075370142.02","0142.02",137.7485,"35",1,114882.0165,1148820165.94531,177180.874408725,1898469.33536793,145929680.292898,1.30094805358134,137.7485,"CT",1653,"0",1663,"0142.02","35537",4030,1631,1699,"3525005",4004,"3525","0142.02",137.7485,91000
"5410140.01","2021S05075410140.01","0140.01",174.0211,"35",1,114882.0165,1148820165.94531,177180.874408725,0,818636.584465178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370140.05","2021S05075370140.05","0140.05",5.0193,"35",1,114882.0165,1148820165.94531,177180.874408725,137209.830458652,5289528.97522671,2.59398958019266,5.0193,"CT",1212,"0",884,"0140.05","35537",3551,878,1243,"3525005",2503,"3525","0140.05",5.0193,132000
"5370140.06","2021S05075370140.06","0140.06",1.8492,"35",1,114882.0165,1148820165.94531,177180.874408725,159264.966458094,1946248.62350648,8.18317683231817,1.8492,"CT",1643,"0",1648,"0140.06","35537",4981,1646,1656,"3525005",5076,"3525","0140.06",1.8492,147000
"5370002.07","2021S05075370002.07","0002.07",1.3154,"35",1,114882.0165,1148820165.94531,177180.874408725,212507.717311809,1396548.57232095,15.2166363221179,1.3154,"CT",1532,"0",1638,"0002.07","35537",4961,1636,1552,"3525005",5189,"3525","0002.07",1.3154,117000
"5370002.08","2021S05075370002.08","0002.08",0.6381,"35",1,114882.0165,1148820165.94531,177180.874408725,67397.1204241322,674394.340276541,9.99372568822204,0.6381,"CT",932,"0",677,"0002.08","35537",2941,672,943,"3525005",2436,"3525","0002.08",0.6381,119000
"5370101.03","2021S05075370101.03","0101.03",6.2169,"35",1,114882.0165,1148820165.94531,177180.874408725,48887.1207984805,6572411.58039382,0.74382317967298,6.2169,"CT",2269,"0",2215,"0101.03","35537",4816,2210,2290,"3525005",4646,"3525","0101.03",6.2169,88000
"5370101.04","2021S05075370101.04","0101.04",21.4588,"35",1,114882.0165,1148820165.94531,177180.874408725,88234.7892293581,22680371.4686486,0.389035908654875,21.4588,"CT",987,"0",1041,"0101.04","35537",3146,1020,1002,"3525005",3175,"3525","0101.04",21.4588,123000
"5370100.03","2021S05075370100.03","0100.03",11.1532,"35",1,114882.0165,1148820165.94531,177180.874408725,121006.756438227,11772296.0886009,1.02789426571931,11.1532,"CT",2204,"0",1464,"0100.03","35537",7631,1438,2232,"3525005",4726,"3525","0100.03",11.1532,119000
"5370100.04","2021S05075370100.04","0100.04",22.0294,"35",1,114882.0165,1148820165.94531,177180.874408725,605254.441674141,23288987.0901375,2.59888693025407,22.0294,"CT",2104,"0",1730,"0100.04","35537",6399,1712,2133,"3525005",4909,"3525","0100.04",22.0294,120000
"5370100.05","2021S05075370100.05","0100.05",6.0914,"35",1,114882.0165,1148820165.94531,177180.874408725,63367.9957876062,6431338.41538892,0.985300285800217,6.0914,"CT",1559,"0",1526,"0100.05","35537",5115,1493,1573,"3525005",4622,"3525","0100.05",6.0914,126000
"5370100.06","2021S05075370100.06","0100.06",71.2297,"35",1,114882.0165,1148820165.94531,177180.874408725,30303.272626392,76580613.2838069,0.0395704230182754,71.2297,"CT",1216,"0",1206,"0100.06","35537",3352,1178,1243,"3525005",3269,"3525","0100.06",71.2297,108000
"5370086.01","2021S05075370086.01","0086.01",8.146,"35",1,114882.0165,1148820165.94531,177180.874408725,107192.816042592,8579481.26000301,1.24940905859097,8.146,"CT",1435,"0",1383,"0086.01","35537",4303,1363,1476,"3525005",4076,"3525","0086.01",8.146,120000
"5370086.02","2021S05075370086.02","0086.02",3.7194,"35",1,114882.0165,1148820165.94531,177180.874408725,127091.80539217,3960605.14954562,3.20889865546812,3.7194,"CT",1937,"0",1835,"0086.02","35537",6185,1818,1964,"3525005",5643,"3525","0086.02",3.7194,130000
"5370123.01","2021S05075370123.01","0123.01",3.1855,"35",1,114882.0165,1148820165.94531,177180.874408725,313742.074102831,3357734.11292125,9.34386296090232,3.1855,"CT",1170,"0",1113,"0123.01","35537",3393,1093,1192,"3525005",3224,"3525","0123.01",3.1855,133000
"5370123.02","2021S05075370123.02","0123.02",4.2635,"35",1,114882.0165,1148820165.94531,177180.874408725,102166.938278439,4494641.52234767,2.27308313177944,4.2635,"CT",1915,"0",1629,"0123.02","35537",5456,1590,1962,"3525005",4501,"3525","0123.02",4.2635,137000
"5370140.07","2021S05075370140.07","0140.07",5.36,"35",1,114882.0165,1148820165.94531,177180.874408725,960679.880876462,5656282.72505918,16.9842974188743,5.36,"CT",2385,"0",2455,"0140.07","35537",6701,2442,2418,"3525005",6758,"3525","0140.07",5.36,117000
"5370140.08","2021S05075370140.08","0140.08",4.883,"35",1,114882.0165,1148820165.94531,177180.874408725,142599.886637831,5101709.91546763,2.79513906122904,4.883,"CT",1635,"0",620,"0140.08","35537",4761,603,1757,"3525005",1847,"3525","0140.08",4.883,129000
"5370301.01","2021S05075370301.01","0301.01",9.2212,"35",1,114882.0165,1148820165.94531,177180.874408725,0,10271.5283797968,0,9.2212,"CT",2326,"0",1502,"0301.01","35537",5527,1463,2400,"3526065",3821,"3526","0301.01",9.2212,96000
